3.038194444444419773e-03,1.302083333333370341e-03,5.642361111111160454e-03,1.736111111111160454e-03,3.038194444444419773e-03,1.736111111111160454e-03,3.906250000000000000e-03,2.604166666666629659e-03,1.302083333333370341e-03,5.208333333333370341e-03
3.038194444444419773e-03,1.302083333333370341e-03,5.642361111111160454e-03,1.736111111111160454e-03,3.038194444444419773e-03,1.736111111111160454e-03,3.906250000000000000e-03,2.604166666666629659e-03,1.302083333333370341e-03,5.208333333333370341e-03
3.038194444444419773e-03,1.302083333333370341e-03,5.642361111111160454e-03,1.736111111111160454e-03,3.038194444444419773e-03,1.736111111111160454e-03,3.906250000000000000e-03,2.604166666666629659e-03,1.302083333333370341e-03,5.208333333333370341e-03
3.038194444444419773e-03,1.302083333333370341e-03,5.642361111111160454e-03,1.736111111111160454e-03,3.038194444444419773e-03,1.736111111111160454e-03,3.906250000000000000e-03,2.604166666666629659e-03,1.302083333333370341e-03,5.208333333333370341e-03
3.038194444444419773e-03,1.302083333333370341e-03,5.642361111111160454e-03,1.736111111111160454e-03,3.038194444444419773e-03,1.736111111111160454e-03,3.906250000000000000e-03,2.604166666666629659e-03,1.302083333333370341e-03,5.208333333333370341e-03
3.038194444444419773e-03,1.302083333333370341e-03,5.642361111111160454e-03,1.736111111111160454e-03,3.038194444444419773e-03,1.736111111111160454e-03,3.906250000000000000e-03,2.604166666666629659e-03,1.302083333333370341e-03,5.208333333333370341e-03
3.038194444444419773e-03,1.302083333333370341e-03,5.642361111111160454e-03,1.736111111111160454e-03,3.038194444444419773e-03,4.427083333333337034e-02,3.906250000000000000e-03,2.604166666666629659e-03,1.302083333333370341e-03,5.208333333333370341e-03
3.298611111111116045e-02,8.159722222222220989e-02,3.689236111111116045e-02,4.079861111111116045e-02,4.253472222222220989e-02,4.427083333333337034e-02,3.862847222222220989e-02,4.253472222222220989e-02,8.984375000000000000e-02,4.296875000000000000e-02
7.378472222222220989e-02,5.989583333333337034e-02,7.204861111111116045e-02,8.506944444444441977e-02,1.119791666666666297e-01,1.072048611111111605e-01,1.019965277777777901e-01,1.180555555555555802e-01,1.093750000000000000e-01,1.106770833333333703e-01
1.592881944444444198e-01,5.989583333333337034e-02,5.642361111111116045e-02,1.592881944444444198e-01,1.640625000000000000e-01,1.072048611111111605e-01,1.584201388888888395e-01,1.675347222222222099e-01,1.657986111111111605e-01,1.662326388888888395e-01
1.853298611111111605e-01,1.449652777777777901e-01,1.462673611111111605e-01,6.814236111111116045e-02,1.866319444444444198e-01,1.614583333333333703e-01,1.840277777777777901e-01,1.831597222222222099e-01,1.922743055555555802e-01,1.922743055555555802e-01
2.118055555555555802e-01,1.449652777777777901e-01,1.462673611111111605e-01,6.814236111111116045e-02,8.203125000000000000e-02,2.131076388888888395e-01,2.065972222222222099e-01,1.831597222222222099e-01,1.922743055555555802e-01,1.922743055555555802e-01
2.118055555555555802e-01,1.853298611111111605e-01,1.705729166666666297e-01,1.141493055555555802e-01,8.203125000000000000e-02,7.638888888888883955e-02,2.065972222222222099e-01,2.052951388888888395e-01,2.087673611111111605e-01,1.809895833333333703e-01
1.870659722222222099e-01,1.853298611111111605e-01,2.196180555555555802e-01,1.835937500000000000e-01,1.119791666666666297e-01,7.638888888888883955e-02,1.419270833333333703e-01,2.400173611111111605e-01,2.018229166666666297e-01,1.809895833333333703e-01
1.940104166666666297e-01,2.291666666666666297e-01,2.031250000000000000e-01,2.035590277777777901e-01,1.549479166666666297e-01,1.471354166666666297e-01,1.419270833333333703e-01,2.400173611111111605e-01,2.482638888888888395e-01,2.265625000000000000e-01
1.940104166666666297e-01,2.109375000000000000e-01,2.031250000000000000e-01,2.035590277777777901e-01,1.744791666666666297e-01,1.471354166666666297e-01,1.788194444444444198e-01,1.888020833333333703e-01,1.367187500000000000e-01,1.996527777777777901e-01
